StopsID,raceId,driverId,lap,Time_stops,duration,Milliseconds
1,841,153,1,17:05:23,26.898,26898
1,841,30,1,17:05:52,25.021,25021
1,841,17,11,17:20:48,23.426,23426
1,841,4,12,17:22:34,23.251,23251
1,841,13,13,17:24:10,23.842,23842
1,841,22,13,17:24:29,23.643,23643
1,841,20,14,17:25:17,22.603,22603
1,841,814,14,17:26:03,24.863,24863
1,841,816,14,17:26:50,25.259,25259
1,841,67,15,17:27:34,25.342,25342
1,841,2,15,17:27:41,22.994,22994
1,841,1,16,17:28:24,23.227,23227
1,841,808,16,17:28:39,24.535,24535
1,841,3,16,17:29:00,23.716,23716
1,841,155,16,17:29:06,24.064,24064
1,841,16,16,17:29:08,25.978,25978
1,841,15,16,17:29:49,24.899,24899
1,841,18,17,17:30:24,16.867,16867
2,841,153,17,17:31:06,24.463,24463
1,841,5,17,17:31:11,24.865,24865
2,841,30,17,17:32:08,23.988,23988
1,841,10,18,17:33:02,23.792,23792
2,841,18,19,17:33:53,23.303,23303
1,841,815,23,17:40:27,23.438,23438
2,841,22,23,17:40:45,37.856,37856
2,841,17,26,17:44:29,22.52,22520
2,841,4,27,17:46:04,24.733,24733
3,841,22,28,17:49:07,16.892,16892
2,841,67,29,17:49:47,23.1,23100
2,841,2,30,17:51:32,25.098,25098
2,841,13,31,17:52:28,24.5,24500
2,841,155,32,17:54:21,24.192,24192
2,841,20,36,17:59:17,24.036,24036
2,841,1,36,17:59:29,23.199,23199
3,841,153,35,17:59:45,26.348,26348
2,841,808,36,17:59:47,25.683,25683
2,841,814,36,18:00:48,24.332,24332
3,841,18,37,18:01:49,22.681,22681
2,841,16,37,18:02:15,23.871,23871
2,841,15,37,18:03:55,24.848,24848
2,841,816,38,18:06:53,26.446,26446
3,841,17,41,18:07:37,26.23,26230
4,841,22,40,18:08:03,26.309,26309
3,841,4,42,18:09:08,24.181,24181
3,841,13,48,18:18:54,24.095,24095
1,842,16,3,16:09:07,31.694,31694
1,842,22,3,16:10:04,32.978,32978
1,842,17,10,16:21:21,22.572,22572
1,842,814,11,16:23:16,22.773,22773
1,842,1,12,16:24:40,22.552,22552
1,842,20,13,16:26:17,23.019,23019
1,842,2,13,16:26:28,23.9,23900
1,842,18,13,16:26:29,22.4,22400
1,842,13,13,16:26:30,29.224,29224
1,842,15,13,16:27:03,25.516,25516
1,842,4,14,16:28:15,23.152,23152
1,842,30,14,16:28:34,22.576,22576
1,842,808,15,16:30:10,23.182,23182
1,842,67,15,16:30:23,23.28,23280
1,842,3,15,16:30:37,24.967,24967
1,842,5,15,16:30:37,29.084,29084
1,842,153,16,16:32:25,23.584,23584
2,842,16,16,16:32:31,22.046,22046
1,842,155,17,16:33:53,23.28,23280
1,842,815,17,16:34:14,23.597,23597
1,842,10,17,16:34:28,24.617,24617
1,842,816,17,16:34:39,26.252,26252
1,842,24,17,16:34:56,27.815,27815
2,842,22,17,16:35:41,24.502,24502
2,842,67,20,16:39:30,29.843,29843
2,842,17,22,16:42:37,21.991,21991
2,842,18,23,16:44:11,22.471,22471
2,842,1,24,16:45:48,22.611,22611
2,842,814,24,16:46:20,22.419,22419
2,842,20,25,16:47:27,21.893,21893
2,842,4,26,16:49:19,23.894,23894
2,842,2,26,16:49:31,23.221,23221
2,842,13,27,16:51:17,22.541,22541
2,842,808,27,16:51:25,22.68,22680
2,842,30,28,16:53:26,22.261,22261
2,842,3,29,16:55:28,22.577,22577
3,842,17,32,17:00:01,22.069,22069
2,842,153,32,17:00:55,22.888,22888
3,842,16,32,17:00:56,22.55,22550
3,842,67,32,17:01:03,27.439,27439
2,842,5,34,17:04:41,23.336,23336
2,842,10,34,17:05:19,24.429,24429
2,842,816,35,17:07:20,24.416,24416
2,842,155,36,17:07:26,23.442,23442
3,842,1,37,17:08:28,25.382,25382
3,842,814,37,17:09:21,23.977,23977
3,842,18,38,17:10:13,22.483,22483
3,842,13,38,17:10:28,22.893,22893
3,842,2,39,17:12:09,22.602,22602
2,842,24,38,17:13:32,26.554,26554
3,842,3,40,17:15:05,22.526,22526
3,842,20,41,17:15:08,22.313,22313
3,842,4,41,17:15:25,23.812,23812
3,842,30,42,17:18:08,22.227,22227
4,842,17,43,17:19:10,22.161,22161
3,842,808,44,17:21:08,28.694,28694
4,842,4,46,17:24:24,27.182,27182
3,842,24,44,17:25:07,38.823,38823
4,842,1,52,17:34:48,22.466,22466
1,843,153,9,15:19:36,22.419,22419
1,843,24,9,15:20:00,14.16,14160
1,843,30,10,15:21:12,20.522,20522
1,843,17,10,15:21:27,23.442,23442
1,843,813,10,15:21:35,23.16,23160
1,843,814,11,15:22:57,21.989,21989
1,843,3,12,15:24:32,20.771,20771
1,843,67,12,15:24:56,22.01,22010
1,843,18,14,15:27:59,23.779,23779
1,843,20,14,15:28:00,21.995,21995
1,843,155,14,15:28:17,21.855,21855
1,843,13,15,15:29:47,21.624,21624
1,843,1,15,15:29:49,20.878,20878
1,843,16,15,15:30:01,20.989,20989
1,843,4,16,15:31:34,22.524,22524
1,843,815,16,15:31:55,21.473,21473
1,843,22,16,15:32:01,21.709,21709
2,843,67,16,15:32:19,24.722,24722
1,843,10,16,15:32:33,22.683,22683
1,843,808,17,15:33:36,21.981,21981
1,843,2,18,15:35:28,22.216,22216
1,843,5,19,15:37:31,22.485,22485
1,843,15,20,15:39:24,23.029,23029
1,843,816,20,15:39:50,22.901,22901
2,843,24,21,15:42:05,24.467,24467
1,843,39,23,15:45:28,26.049,26049
2,843,18,24,15:45:35,20.758,20758
2,843,3,25,15:47:13,22.005,22005
2,843,1,25,15:47:20,20.533,20533
2,843,17,25,15:47:44,21.132,21132
2,843,813,25,15:48:09,22.062,22062
2,843,30,26,15:49:15,21.964,21964
2,843,10,28,15:54:22,21.908,21908
2,843,16,30,15:56:26,21.058,21058
2,843,155,30,15:56:28,21.936,21936
2,843,2,30,15:56:29,21.821,21821
2,843,20,31,15:57:37,21.533,21533
2,843,4,32,15:59:39,21.251,21251
2,843,814,32,15:59:51,21.218,21218
2,843,13,33,16:01:04,21.168,21168
3,843,67,33,16:02:13,21.928,21928
2,843,816,34,16:05:10,22.802,22802
2,843,22,35,16:05:24,21.481,21481
2,843,815,36,16:06:55,23.397,23397
3,843,18,37,16:08:00,21.237,21237
2,843,808,37,16:08:34,22.005,22005
3,843,1,38,16:09:38,20.567,20567
3,843,3,39,16:11:19,20.72,20720
3,843,30,39,16:11:49,21.4,21400
3,843,17,40,16:13:29,21.091,21091
3,843,10,39,16:14:17,33.827,33827
2,843,5,40,16:14:27,21.89,21890
3,843,813,40,16:14:36,27.62,27620
2,843,15,42,16:18:14,22.26,22260
3,843,24,45,16:25:39,23.499,23499
3,843,16,47,16:26:24,28.708,28708
3,843,815,48,16:28:01,13.9,13900
4,843,815,50,16:31:39,28.845,28845
1,844,815,1,15:05:18,29.27,29270
1,844,30,2,15:06:35,30.182,30182
1,844,808,8,15:16:06,21.422,21422
1,844,13,9,15:17:37,22.022,22022
1,844,1,9,15:17:38,20.833,20833
1,844,67,9,15:17:47,21.769,21769
1,844,17,10,15:19:04,21.05,21050
1,844,4,10,15:19:05,21.308,21308
1,844,3,10,15:19:09,22.573,22573
1,844,2,10,15:19:16,22.3,22300
1,844,22,10,15:19:20,22.717,22717
1,844,16,10,15:19:22,21.649,21649
1,844,20,11,15:20:32,20.623,20623
1,844,814,11,15:21:00,20.775,20775
1,844,813,11,15:21:09,23.881,23881
1,844,18,13,15:23:57,21.368,21368
1,844,155,13,15:24:09,21.82,21820
1,844,153,13,15:24:25,22.713,22713
1,844,15,13,15:24:28,23.066,23066
2,844,30,14,15:26:02,20.907,20907
1,844,39,14,15:26:26,27.353,27353
1,844,5,15,15:27:42,22.854,22854
1,844,24,15,15:28:03,24.634,24634
2,844,815,16,15:29:30,22.895,22895
1,844,816,16,15:29:37,22.779,22779
2,844,24,16,15:30:57,56.611,56611
2,844,808,19,15:33:42,21.323,21323
2,844,1,20,15:35:09,21.075,21075
2,844,17,21,15:36:27,20.421,20421
2,844,3,22,15:38:24,20.927,20927
2,844,2,22,15:38:25,21.919,21919
2,844,4,23,15:39:35,21.732,21732
2,844,13,23,15:39:58,21.322,21322
2,844,67,23,15:40:07,22.128,22128
2,844,155,23,15:40:15,23.455,23455
2,844,22,24,15:41:43,22.868,22868
2,844,814,24,15:41:50,20.93,20930
2,844,20,25,15:42:31,20.112,20112
2,844,16,25,15:43:21,21.084,21084
2,844,813,25,15:43:41,22.555,22555
2,844,15,25,15:43:47,22.862,22862
2,844,18,26,15:44:37,22.639,22639
2,844,39,27,15:47:59,24.962,24962
2,844,153,29,15:49:46,21.826,21826
3,844,30,30,15:51:13,20.379,20379
2,844,5,31,15:53:27,21.633,21633
3,844,814,32,15:54:38,20.887,20887
3,844,815,32,15:54:42,22.365,22365
3,844,3,33,15:55:49,20.949,20949
3,844,1,34,15:57:04,35.688,35688
2,844,816,33,15:57:20,24.837,24837
3,844,808,34,15:57:21,21.838,21838
3,844,13,34,15:57:22,23.471,23471
3,844,17,35,15:58:20,20.843,20843
3,844,4,36,15:59:49,21.702,21702
3,844,2,36,16:00:31,20.872,20872
3,844,24,35,16:02:57,25.125,25125
3,844,155,38,16:03:58,22.456,22456
3,844,18,39,16:05:05,21.417,21417
3,844,153,39,16:05:31,21.986,21986
3,844,20,40,16:05:46,20.385,20385
3,844,15,39,16:06:10,22.219,22219
3,844,67,40,16:06:48,22.032,22032
3,844,22,40,16:07:01,21.687,21687
3,844,16,40,16:07:05,21.006,21006
4,844,24,37,16:07:22,43.603,43603
3,844,813,41,16:09:04,21.827,21827
4,844,815,42,16:10:21,21.715,21715
4,844,3,44,16:12:55,20.308,20308
4,844,814,44,16:13:28,21.403,21403
4,844,17,45,16:13:49,22.087,22087
4,844,808,45,16:14:37,21.662,21662
4,844,30,45,16:14:46,20.597,20597
4,844,4,46,16:15:17,21.379,21379
4,844,813,45,16:15:30,13.925,13925
4,844,1,46,16:15:51,22.041,22041
4,844,2,46,16:16:10,21.884,21884
4,844,13,46,16:16:13,26.685,26685
4,844,20,47,16:16:40,20.489,20489
3,844,39,45,16:17:26,24.474,24474
3,844,5,53,16:28:36,23.114,23114
4,844,153,55,16:30:31,21.931,21931
1,845,155,1,14:05:11,24.871,24871
1,845,815,7,14:14:14,23.592,23592
1,845,813,8,14:15:48,22.689,22689
1,845,20,9,14:16:54,20.253,20253
1,845,67,9,14:17:17,20.818,20818
1,845,4,10,14:18:23,20.567,20567
1,845,17,10,14:18:27,20.881,20881
1,845,30,10,14:18:43,20.084,20084
1,845,1,11,14:19:57,19.761,19761
1,845,808,11,14:20:14,21.856,21856
1,845,3,11,14:20:17,20.647,20647
1,845,13,11,14:20:19,20.8,20800
1,845,153,11,14:20:28,20.741,20741
1,845,22,11,14:20:48,29.936,29936
1,845,16,13,14:23:57,20.773,20773
1,845,18,14,14:24:51,20.015,20015
1,845,39,14,14:25:56,24.843,24843
1,845,814,15,14:26:40,20.07,20070
1,845,15,15,14:26:50,22.364,22364
1,845,5,16,14:28:30,21.019,21019
1,845,24,16,14:28:55,23.157,23157
1,845,10,16,14:29:00,22.744,22744
1,845,816,17,14:30:41,23.176,23176
2,845,20,18,14:30:44,19.887,19887
2,845,4,19,14:32:13,20.238,20238
2,845,17,19,14:32:16,20.079,20079
2,845,813,20,14:34:36,24.821,24821
2,845,13,21,14:35:51,21.635,21635
1,845,2,21,14:36:21,21.322,21322
2,845,1,23,14:38:08,20.235,20235
2,845,22,23,14:39:40,21.226,21226
2,845,153,24,14:40:47,20.872,20872
2,845,67,25,14:42:10,24.745,24745
2,845,155,25,14:42:46,21.128,21128
2,845,30,26,14:43:25,20.487,20487
2,845,808,26,14:43:33,24.232,24232
2,845,3,27,14:45:01,19.534,19534
3,845,4,29,14:47:26,20.738,20738
3,845,17,29,14:47:27,20.279,20279
2,845,5,28,14:47:28,20.807,20807
2,845,815,29,14:48:40,21.143,21143
2,845,15,29,14:48:41,21.723,21723
2,845,39,28,14:48:52,24.448,24448
2,845,18,30,14:49:06,20.763,20763
2,845,16,30,14:50:19,20.267,20267
2,845,814,32,14:53:02,20.126,20126
3,845,20,34,14:54:42,20.426,20426
3,845,1,35,14:56:14,20.473,20473
2,845,816,34,14:58:05,22.982,22982
3,845,22,35,14:58:09,20.65,20650
3,845,13,36,14:58:48,22.419,22419
3,845,813,36,14:59:14,21.574,21574
2,845,2,36,14:59:22,21.953,21953
3,845,153,36,14:59:25,21.019,21019
4,845,4,39,15:02:54,20.38,20380
2,845,10,38,15:03:54,21.632,21632
3,845,30,41,15:06:21,20.451,20451
3,845,808,41,15:06:36,21.739,21739
3,845,5,41,15:07:42,23.068,23068
3,845,3,42,15:07:53,20.395,20395
3,845,67,42,15:08:31,20.819,20819
3,845,15,43,15:10:27,23.001,23001
3,845,155,44,15:11:40,20.5,20500
4,845,17,47,15:14:50,19.984,19984
4,845,20,48,15:15:41,20.292,20292
3,845,815,47,15:16:00,21.829,21829
3,845,18,48,15:16:10,20.107,20107
4,845,1,49,15:17:11,20.988,20988
3,845,16,48,15:17:54,23.23,23230
3,845,39,47,15:19:38,24.298,24298
3,845,2,50,15:20:32,20.796,20796
4,845,153,50,15:21:09,23.143,23143
3,845,816,49,15:21:44,21.708,21708
3,845,814,51,15:22:03,20.573,20573
4,845,813,53,15:25:26,22.077,22077
3,845,10,53,15:27:29,21.17,21170
4,845,22,54,15:27:32,20.637,20637
1,846,30,12,14:19:30,35.084,35084
1,846,18,15,14:22:57,25.28,25280
1,846,3,15,14:23:33,25.189,25189
1,846,20,16,14:24:15,28.536,28536
1,846,17,16,14:24:32,37.735,37735
1,846,4,17,14:25:41,25.352,25352
1,846,5,19,14:29:21,26.477,26477
1,846,814,20,14:30:24,24.97,24970
1,846,1,22,14:33:00,31.445,31445
1,846,10,22,14:33:33,26.827,26827
1,846,15,24,14:36:13,25.595,25595
1,846,813,25,14:37:09,26.468,26468
1,846,13,26,14:38:20,26.615,26615
1,846,39,25,14:38:46,28.325,28325
2,846,814,27,14:40:23,19.36,19360
1,846,808,28,14:41:17,28.856,28856
1,846,153,29,14:43:07,25.907,25907
1,846,22,32,14:46:47,25.921,25921
2,846,18,33,14:46:57,26.421,26421
3,846,814,32,14:47:35,47.226,47226
1,846,2,33,14:48:15,25.851,25851
1,846,67,33,14:48:16,26.073,26073
2,846,4,34,14:48:45,31.382,31382
2,846,3,33,14:48:50,25.31,25310
1,846,24,32,14:49:02,28.298,28298
1,846,816,33,14:49:39,27.577,27577
1,846,155,34,14:49:49,28.642,28642
1,846,16,34,14:49:51,25.037,25037
2,846,39,33,14:51:08,39.917,39917
2,846,1,43,15:03:45,19.347,19347
2,846,15,46,15:09:08,26.065,26065
3,846,18,48,15:09:55,24.67,24670
3,846,1,49,15:12:04,26.977,26977
2,846,5,52,15:17:38,25.878,25878
3,846,3,53,15:18:33,25.116,25116
2,846,813,54,15:18:38,25.687,25687
2,846,17,55,15:19:56,26.269,26269
2,846,153,56,15:22:30,27.55,27550
2,846,67,62,15:30:24,25.045,25045
2,846,816,63,15:33:21,26.464,26464
2,846,16,68,15:37:52,27.879,27879
2,846,22,68,15:38:54,25.675,25675
2,846,2,69,15:40:13,26.281,26281
1,847,18,8,13:15:11,23.65,23650
1,847,24,9,13:17:25,27.202,27202
2,847,18,13,13:25:10,14.501,14501
1,847,22,15,13:28:31,23.305,23305
1,847,16,16,13:30:09,24.052,24052
1,847,4,17,13:31:21,23.893,23893
1,847,3,17,13:31:28,23.105,23105
1,847,813,17,13:31:45,23.571,23571
1,847,67,17,13:31:50,23.949,23949
1,847,816,17,13:32:07,24.143,24143
1,847,30,18,13:33:04,24.472,24472
2,847,4,19,13:34:54,26.348,26348
3,847,18,19,13:35:02,23.868,23868
2,847,3,19,13:35:10,22.986,22986
1,847,153,19,13:35:14,26.045,26045
2,847,22,19,13:35:21,25.066,25066
1,847,5,19,13:35:26,44.037,44037
1,847,15,19,13:35:28,51.684,51684
2,847,813,19,13:35:30,24.943,24943
1,847,20,20,13:36:13,23.872,23872
1,847,17,20,13:36:40,29.546,29546
2,847,67,20,13:37:27,24.649,24649
1,847,13,21,13:38:09,24.886,24886
2,847,30,21,13:38:51,24.196,24196
2,847,816,23,13:43:32,30.497,30497
3,847,816,33,16:07:00,24.655,24655
3,847,30,34,16:08:48,22.832,22832
2,847,16,34,16:08:49,22.923,22923
1,847,10,34,16:08:50,24.425,24425
3,847,22,34,16:08:51,24.684,24684
3,847,67,34,16:08:53,23.97,23970
1,847,2,35,16:10:18,23.113,23113
1,847,814,35,16:10:20,22.479,22479
4,847,18,35,16:10:22,23.589,23589
1,847,37,35,16:10:23,30.288,30288
2,847,153,35,16:10:26,24.863,24863
3,847,813,35,16:10:29,23.593,23593
2,847,24,35,16:10:48,34.897,34897
1,847,155,36,16:11:49,23.687,23687
2,847,13,36,16:11:50,22.742,22742
1,847,808,36,16:11:52,23.816,23816
2,847,17,36,16:11:53,22.402,22402
3,847,4,36,16:11:54,26.129,26129
3,847,3,36,16:11:57,22.735,22735
2,847,15,36,16:12:14,23.332,23332
4,847,816,36,16:12:15,14.538,14538
2,847,20,37,16:13:21,22.958,22958
1,847,39,37,16:14:01,29.115,29115
5,847,18,37,16:14:55,31.718,31718
2,847,814,43,16:24:38,28.63,28630
3,847,16,45,16:27:43,14.565,14565
4,847,16,49,16:33:51,32.449,32449
3,847,17,50,16:35:03,22.77,22770
4,847,22,50,16:35:12,23.059,23059
4,847,67,50,16:35:23,26.561,26561
3,847,814,50,16:35:33,14.538,14538
6,847,18,51,16:36:41,23.741,23741
3,847,153,51,16:36:45,23.338,23338
4,847,813,51,16:36:46,23.7,23700
2,847,10,51,16:37:16,25.079,25079
2,847,39,51,16:37:38,29.54,29540
4,847,30,52,16:37:50,22.869,22869
3,847,13,52,16:37:52,22.56,22560
2,847,2,52,16:37:57,23.364,23364
2,847,37,52,16:38:22,24.039,24039
3,847,15,52,16:38:45,25.14,25140
5,847,816,52,16:38:56,30.714,30714
3,847,20,53,16:39:07,22.526,22526
3,847,24,52,16:39:20,33.278,33278
2,847,155,53,16:39:22,24.618,24618
2,847,808,53,16:39:31,24.145,24145
4,847,3,53,16:39:36,22.702,22702
4,847,13,53,16:39:50,28.346,28346
4,847,814,53,16:40:04,23.129,23129
5,847,813,61,16:53:19,31.701,31701
1,848,813,10,14:22:02,21.301,21301
1,848,2,11,14:23:23,22.114,22114
1,848,22,11,14:23:27,21.163,21163
1,848,155,11,14:23:29,23.492,23492
1,848,1,12,14:24:49,20.34,20340
1,848,3,12,14:25:02,21.054,21054
1,848,16,12,14:25:09,20.676,20676
1,848,17,13,14:26:28,20.465,20465
1,848,20,14,14:28:11,21.006,21006
1,848,4,14,14:28:15,21.477,21477
1,848,18,14,14:28:31,20.997,20997
1,848,30,14,14:28:40,21.201,21201
1,848,814,14,14:28:51,20.567,20567
1,848,67,14,14:28:54,21.321,21321
1,848,5,14,14:29:11,23.241,23241
1,848,39,14,14:29:43,28.03,28030
1,848,13,15,14:30:07,20.718,20718
1,848,808,15,14:30:49,22.104,22104
2,848,30,15,14:30:59,30.665,30665
1,848,24,15,14:31:23,24.459,24459
1,848,10,17,14:34:56,21.9,21900
1,848,15,18,14:36:30,23.327,23327
1,848,816,18,14:36:56,21.943,21943
1,848,153,19,14:37:50,21.391,21391
2,848,1,24,14:46:06,21.035,21035
1,848,815,25,14:48:56,21.939,21939
2,848,67,26,14:50:28,20.46,20460
2,848,5,26,14:51:06,21.126,21126
2,848,2,27,14:52:04,22.285,22285
2,848,814,27,14:52:08,20.818,20818
2,848,808,27,14:52:26,21.168,21168
2,848,17,28,14:52:53,20.319,20319
2,848,16,28,14:53:47,20.286,20286
2,848,22,28,14:53:53,21.262,21262
2,848,813,28,14:54:30,21.805,21805
2,848,4,29,14:54:36,20.551,20551
2,848,24,28,14:55:33,22.766,22766
2,848,20,30,14:56:16,20.441,20441
2,848,18,30,14:56:46,20.325,20325
2,848,3,30,14:57:07,23.547,23547
2,848,39,29,14:58:17,24.675,24675
2,848,13,31,14:58:23,25.537,25537
3,848,30,31,14:59:40,21.168,21168
2,848,155,33,15:03:14,20.545,20545
2,848,15,34,15:05:36,22.131,22131
2,848,816,37,15:11:48,22.25,22250
3,848,808,39,15:13:41,21.105,21105
3,848,2,40,15:15:10,21.472,21472
3,848,22,40,15:15:16,21.286,21286
3,848,17,42,15:17:11,20.367,20367
3,848,1,42,15:17:41,20.212,20212
2,848,153,42,15:18:33,21.103,21103
3,848,5,42,15:19:57,22.632,22632
3,848,16,43,15:20:21,21.036,21036
2,848,10,42,15:20:26,22.03,22030
3,848,814,44,15:22:18,21.069,21069
3,848,4,45,15:22:21,20.136,20136
3,848,24,43,15:23:02,22.235,22235
3,848,813,44,15:23:06,21.49,21490
3,848,3,45,15:23:36,20.896,20896
3,848,67,45,15:24:07,20.995,20995
3,848,20,47,15:25:39,20.331,20331
3,848,39,44,15:26:13,26.059,26059
3,848,13,48,15:28:09,20.404,20404
3,848,18,48,15:28:21,20.479,20479
1,849,30,9,13:20:38,30.242,30242
1,849,2,10,13:22:37,24.716,24716
1,849,18,11,13:24:05,25.07,25070
1,849,16,11,13:24:13,25.737,25737
1,849,155,11,13:24:19,28.448,28448
1,849,813,11,13:24:27,26.238,26238
1,849,67,11,13:24:30,26.279,26279
1,849,808,11,13:24:37,24.88,24880
1,849,22,11,13:24:38,25.86,25860
1,849,10,11,13:24:52,25.416,25416
1,849,24,11,13:25:12,26.643,26643
1,849,816,11,13:25:14,28.742,28742
1,849,17,12,13:25:41,23.973,23973
1,849,4,12,13:25:42,26.566,26566
1,849,1,12,13:25:49,25.1,25100
1,849,814,12,13:26:02,26.612,26612
1,849,3,12,13:26:12,24.722,24722
1,849,815,12,13:26:13,25.386,25386
1,849,153,12,13:26:20,24.719,24719
1,849,817,12,13:27:17,25.872,25872
1,849,20,13,13:27:22,24.818,24818
1,849,13,13,13:27:39,24.159,24159
2,849,30,16,13:33:23,31.751,31751
2,849,155,20,13:40:27,31.551,31551
2,849,1,24,13:46:21,24.065,24065
2,849,814,24,13:46:50,45.291,45291
2,849,813,24,13:47:12,24.272,24272
2,849,16,25,13:48:32,24.077,24077
2,849,67,25,13:48:50,24.62,24620
2,849,17,26,13:49:36,25.49,25490
2,849,18,26,13:49:45,24.287,24287
2,849,13,26,13:49:48,23.929,23929
3,849,814,26,13:50:52,31.471,31471
2,849,20,27,13:51:10,31.558,31558
2,849,4,27,13:51:15,23.974,23974
2,849,816,28,13:55:39,25.428,25428
2,849,817,28,13:56:23,26.942,26942
2,849,3,30,13:56:50,24.399,24399
2,849,2,30,13:57:06,24.434,24434
2,849,10,30,13:58:43,24.959,24959
2,849,153,31,13:58:46,24.095,24095
3,849,30,31,13:58:47,24.651,24651
2,849,22,31,13:59:02,23.955,23955
2,849,815,32,14:00:08,25.619,25619
2,849,24,31,14:00:49,25.505,25505
3,849,813,35,14:05:42,23.869,23869
3,849,20,36,14:06:13,23.137,23137
3,849,1,37,14:07:50,23.34,23340
3,849,17,38,14:09:30,23.785,23785
2,849,808,38,14:10:21,24.172,24172
3,849,4,39,14:10:50,23.474,23474
3,849,18,39,14:11:08,23.292,23292
3,849,16,40,14:13:32,27.24,27240
3,849,13,41,14:14:35,23.238,23238
1,850,815,8,14:17:05,27.247,27247
1,850,67,10,14:20:28,27.301,27301
1,850,812,10,14:21:22,31.879,31879
1,850,17,14,14:26:23,20.44,20440
1,850,3,14,14:26:39,20.348,20348
1,850,30,15,14:28:22,20.768,20768
1,850,813,15,14:28:35,21.601,21601
1,850,1,16,14:29:38,20.982,20982
1,850,4,16,14:29:39,20.43,20430
1,850,20,16,14:29:57,20.394,20394
1,850,13,17,14:31:36,20.344,20344
1,850,155,20,14:36:51,20.882,20882
1,850,24,20,14:37:44,22.048,22048
1,850,817,21,14:39:29,22.319,22319
1,850,16,22,14:39:56,20.839,20839
1,850,10,22,14:41:05,22.252,22252
1,850,808,23,14:41:53,21.449,21449
1,850,153,23,14:42:02,21.062,21062
1,850,814,23,14:42:05,23.676,23676
1,850,18,24,14:43:15,20.952,20952
1,850,816,24,14:44:42,20.762,20762
1,850,5,26,14:47:26,22.088,22088
2,850,17,30,14:52:32,21.299,21299
2,850,812,28,14:53:09,22.331,22331
2,850,1,31,14:54:10,20.496,20496
2,850,4,32,14:55:46,20.035,20035
2,850,813,35,15:01:53,21.057,21057
2,850,3,36,15:03:03,20.975,20975
2,850,67,36,15:04:03,20.954,20954
2,850,30,37,15:04:59,20.299,20299
2,850,20,40,15:09:11,20.274,20274
2,850,13,41,15:10:46,20.185,20185
2,850,815,41,15:11:48,21.645,21645
2,850,153,43,15:15:07,21.689,21689
2,850,808,46,15:19:54,20.572,20572
2,850,16,48,15:22:30,20.879,20879
2,850,155,48,15:23:03,21.267,21267
2,850,10,48,15:25:25,21.252,21252
3,850,1,51,15:26:17,20.403,20403
2,850,816,49,15:27:24,23.588,23588
2,850,817,49,15:27:43,24.053,24053
2,850,5,50,15:27:48,21.175,21175
2,850,814,51,15:28:11,22.535,22535
3,850,4,53,15:29:30,19.975,19975
3,850,3,53,15:30:50,20.047,20047
3,850,812,51,15:32:52,22.458,22458
3,850,17,56,15:34:20,20.324,20324
3,850,30,56,15:35:53,19.93,19930
3,850,13,59,15:39:43,21.903,21903
3,850,20,59,15:39:44,20.11,20110
1,851,17,10,14:20:59,20.854,20854
1,851,13,10,14:21:09,22.293,22293
1,851,808,10,14:21:18,25.532,25532
1,851,22,10,14:21:19,22.64,22640
1,851,18,11,14:22:29,21.786,21786
1,851,814,11,14:22:46,22.262,22262
1,851,813,11,14:23:04,23.397,23397
1,851,2,11,14:23:12,21.371,21371
1,851,10,11,14:23:27,22.222,22222
1,851,816,11,14:23:32,25.337,25337
1,851,1,12,14:23:59,21.88,21880
1,851,20,12,14:24:05,20.69,20690
1,851,4,12,14:24:10,22.886,22886
1,851,3,12,14:24:17,20.767,20767
1,851,155,12,14:24:35,23.725,23725
1,851,67,12,14:24:42,22.349,22349
1,851,5,12,14:24:53,22.772,22772
1,851,16,12,14:24:55,21.902,21902
1,851,815,12,14:24:56,22.215,22215
1,851,24,12,14:25:35,23.633,23633
1,851,30,13,14:26:02,21.948,21948
1,851,153,13,14:26:24,23.734,23734
1,851,15,13,14:26:49,23.118,23118
1,851,817,13,14:27:04,22.844,22844
2,851,813,16,14:31:22,13.186,13186
2,851,2,23,14:42:16,25.434,25434
2,851,22,24,14:43:19,22.217,22217
2,851,153,24,14:43:20,22.552,22552
2,851,5,24,14:43:45,22.147,22147
2,851,815,24,14:43:49,20.57,20570
2,851,17,25,14:44:03,20,20000
2,851,4,25,14:44:04,23.208,23208
2,851,13,25,14:44:34,21.138,21138
2,851,808,25,14:44:47,24.194,24194
2,851,67,25,14:44:55,21.46,21460
2,851,1,26,14:45:16,20.803,20803
2,851,30,26,14:46:04,20.071,20071
2,851,24,25,14:46:40,22.501,22501
2,851,16,26,14:46:48,20.589,20589
2,851,18,27,14:46:49,21.065,21065
2,851,3,27,14:47:28,19.939,19939
2,851,814,27,14:47:32,20.801,20801
2,851,20,28,14:48:22,20.611,20611
3,851,813,28,14:49:55,21.426,21426
2,851,10,28,14:50:32,20.613,20613
2,851,817,28,14:51:12,23.563,23563
2,851,816,29,14:52:27,20.916,20916
3,851,815,32,14:56:05,13.201,13201
2,851,155,34,14:58:08,22.852,22852
3,851,4,36,15:00:23,19.936,19936
3,851,22,37,15:02:51,20.58,20580
3,851,17,39,15:04:48,20.673,20673
3,851,24,37,15:05:37,27.839,27839
3,851,1,40,15:05:54,20.861,20861
3,851,13,40,15:06:53,22.453,22453
3,851,20,41,15:07:32,19.664,19664
3,851,18,42,15:08:53,20.046,20046
