StopsID,raceId,driverId,lapID,Time_stops,duration,Milliseconds
1,841,153,1,17:05:23,26.90,26898
1,841,30,1,17:05:52,25.02,25021
1,841,17,11,17:20:48,23.43,23426
1,841,4,12,17:22:34,23.25,23251
1,841,13,13,17:24:10,23.84,23842
1,841,22,13,17:24:29,23.64,23643
1,841,20,14,17:25:17,22.60,22603
1,841,814,14,17:26:03,24.86,24863
1,841,816,14,17:26:50,25.26,25259
1,841,67,15,17:27:34,25.34,25342
1,841,2,15,17:27:41,22.99,22994
1,841,1,16,17:28:24,23.23,23227
1,841,808,16,17:28:39,24.54,24535
1,841,3,16,17:29:00,23.72,23716
1,841,155,16,17:29:06,24.06,24064
1,841,16,16,17:29:08,25.98,25978
1,841,15,16,17:29:49,24.90,24899
1,841,18,17,17:30:24,16.87,16867
2,841,153,17,17:31:06,24.46,24463
1,841,5,17,17:31:11,24.87,24865
2,841,30,17,17:32:08,23.99,23988
1,841,10,18,17:33:02,23.79,23792
2,841,18,19,17:33:53,23.30,23303
1,841,815,23,17:40:27,23.44,23438
2,841,22,23,17:40:45,37.86,37856
2,841,17,26,17:44:29,22.52,22520
2,841,4,27,17:46:04,24.73,24733
3,841,22,28,17:49:07,16.89,16892
2,841,67,29,17:49:47,23.10,23100
2,841,2,30,17:51:32,25.10,25098
2,841,13,31,17:52:28,24.50,24500
2,841,155,32,17:54:21,24.19,24192
2,841,20,36,17:59:17,24.04,24036
2,841,1,36,17:59:29,23.20,23199
3,841,153,35,17:59:45,26.35,26348
2,841,808,36,17:59:47,25.68,25683
2,841,814,36,18:00:48,24.33,24332
3,841,18,37,18:01:49,22.68,22681
2,841,16,37,18:02:15,23.87,23871
2,841,15,37,18:03:55,24.85,24848
2,841,816,38,18:06:53,26.45,26446
3,841,17,41,18:07:37,26.23,26230
4,841,22,40,18:08:03,26.31,26309
3,841,4,42,18:09:08,24.18,24181
3,841,13,48,18:18:54,24.10,24095
1,842,16,3,16:09:07,31.69,31694
1,842,22,3,16:10:04,32.98,32978
1,842,17,10,16:21:21,22.57,22572
1,842,814,11,16:23:16,22.77,22773
1,842,1,12,16:24:40,22.55,22552
1,842,20,13,16:26:17,23.02,23019
1,842,2,13,16:26:28,23.90,23900
1,842,18,13,16:26:29,22.40,22400
1,842,13,13,16:26:30,29.22,29224
1,842,15,13,16:27:03,25.52,25516
1,842,4,14,16:28:15,23.15,23152
1,842,30,14,16:28:34,22.58,22576
1,842,808,15,16:30:10,23.18,23182
1,842,67,15,16:30:23,23.28,23280
1,842,3,15,16:30:37,24.97,24967
1,842,5,15,16:30:37,29.08,29084
1,842,153,16,16:32:25,23.58,23584
2,842,16,16,16:32:31,22.05,22046
1,842,155,17,16:33:53,23.28,23280
1,842,815,17,16:34:14,23.60,23597
1,842,10,17,16:34:28,24.62,24617
1,842,816,17,16:34:39,26.25,26252
1,842,24,17,16:34:56,27.82,27815
2,842,22,17,16:35:41,24.50,24502
2,842,67,20,16:39:30,29.84,29843
2,842,17,22,16:42:37,21.99,21991
2,842,18,23,16:44:11,22.47,22471
2,842,1,24,16:45:48,22.61,22611
2,842,814,24,16:46:20,22.42,22419
2,842,20,25,16:47:27,21.89,21893
2,842,4,26,16:49:19,23.89,23894
2,842,2,26,16:49:31,23.22,23221
2,842,13,27,16:51:17,22.54,22541
2,842,808,27,16:51:25,22.68,22680
2,842,30,28,16:53:26,22.26,22261
2,842,3,29,16:55:28,22.58,22577
3,842,17,32,17:00:01,22.07,22069
2,842,153,32,17:00:55,22.89,22888
3,842,16,32,17:00:56,22.55,22550
3,842,67,32,17:01:03,27.44,27439
2,842,5,34,17:04:41,23.34,23336
2,842,10,34,17:05:19,24.43,24429
2,842,816,35,17:07:20,24.42,24416
2,842,155,36,17:07:26,23.44,23442
3,842,1,37,17:08:28,25.38,25382
3,842,814,37,17:09:21,23.98,23977
3,842,18,38,17:10:13,22.48,22483
3,842,13,38,17:10:28,22.89,22893
3,842,2,39,17:12:09,22.60,22602
2,842,24,38,17:13:32,26.55,26554
3,842,3,40,17:15:05,22.53,22526
3,842,20,41,17:15:08,22.31,22313
3,842,4,41,17:15:25,23.81,23812
3,842,30,42,17:18:08,22.23,22227
4,842,17,43,17:19:10,22.16,22161
3,842,808,44,17:21:08,28.69,28694
4,842,4,46,17:24:24,27.18,27182
3,842,24,44,17:25:07,38.82,38823
4,842,1,52,17:34:48,22.47,22466
1,843,153,9,15:19:36,22.42,22419
1,843,24,9,15:20:00,14.16,14160
1,843,30,10,15:21:12,20.52,20522
1,843,17,10,15:21:27,23.44,23442
1,843,813,10,15:21:35,23.16,23160
1,843,814,11,15:22:57,21.99,21989
1,843,3,12,15:24:32,20.77,20771
1,843,67,12,15:24:56,22.01,22010
1,843,18,14,15:27:59,23.78,23779
1,843,20,14,15:28:00,22.00,21995
1,843,155,14,15:28:17,21.86,21855
1,843,13,15,15:29:47,21.62,21624
1,843,1,15,15:29:49,20.88,20878
1,843,16,15,15:30:01,20.99,20989
1,843,4,16,15:31:34,22.52,22524
1,843,815,16,15:31:55,21.47,21473
1,843,22,16,15:32:01,21.71,21709
2,843,67,16,15:32:19,24.72,24722
1,843,10,16,15:32:33,22.68,22683
1,843,808,17,15:33:36,21.98,21981
1,843,2,18,15:35:28,22.22,22216
1,843,5,19,15:37:31,22.49,22485
1,843,15,20,15:39:24,23.03,23029
1,843,816,20,15:39:50,22.90,22901
2,843,24,21,15:42:05,24.47,24467
1,843,39,23,15:45:28,26.05,26049
2,843,18,24,15:45:35,20.76,20758
2,843,3,25,15:47:13,22.01,22005
2,843,1,25,15:47:20,20.53,20533
2,843,17,25,15:47:44,21.13,21132
2,843,813,25,15:48:09,22.06,22062
2,843,30,26,15:49:15,21.96,21964
2,843,10,28,15:54:22,21.91,21908
2,843,16,30,15:56:26,21.06,21058
2,843,155,30,15:56:28,21.94,21936
2,843,2,30,15:56:29,21.82,21821
2,843,20,31,15:57:37,21.53,21533
2,843,4,32,15:59:39,21.25,21251
2,843,814,32,15:59:51,21.22,21218
2,843,13,33,16:01:04,21.17,21168
3,843,67,33,16:02:13,21.93,21928
2,843,816,34,16:05:10,22.80,22802
2,843,22,35,16:05:24,21.48,21481
2,843,815,36,16:06:55,23.40,23397
3,843,18,37,16:08:00,21.24,21237
2,843,808,37,16:08:34,22.01,22005
3,843,1,38,16:09:38,20.57,20567
3,843,3,39,16:11:19,20.72,20720
3,843,30,39,16:11:49,21.40,21400
3,843,17,40,16:13:29,21.09,21091
3,843,10,39,16:14:17,33.83,33827
2,843,5,40,16:14:27,21.89,21890
3,843,813,40,16:14:36,27.62,27620
2,843,15,42,16:18:14,22.26,22260
3,843,24,45,16:25:39,23.50,23499
3,843,16,47,16:26:24,28.71,28708
3,843,815,48,16:28:01,13.90,13900
4,843,815,50,16:31:39,28.85,28845
1,844,815,1,15:05:18,29.27,29270
1,844,30,2,15:06:35,30.18,30182
1,844,808,8,15:16:06,21.42,21422
1,844,13,9,15:17:37,22.02,22022
1,844,1,9,15:17:38,20.83,20833
1,844,67,9,15:17:47,21.77,21769
1,844,17,10,15:19:04,21.05,21050
1,844,4,10,15:19:05,21.31,21308
1,844,3,10,15:19:09,22.57,22573
1,844,2,10,15:19:16,22.30,22300
1,844,22,10,15:19:20,22.72,22717
1,844,16,10,15:19:22,21.65,21649
1,844,20,11,15:20:32,20.62,20623
1,844,814,11,15:21:00,20.78,20775
1,844,813,11,15:21:09,23.88,23881
1,844,18,13,15:23:57,21.37,21368
1,844,155,13,15:24:09,21.82,21820
1,844,153,13,15:24:25,22.71,22713
1,844,15,13,15:24:28,23.07,23066
2,844,30,14,15:26:02,20.91,20907
1,844,39,14,15:26:26,27.35,27353
1,844,5,15,15:27:42,22.85,22854
1,844,24,15,15:28:03,24.63,24634
2,844,815,16,15:29:30,22.90,22895
1,844,816,16,15:29:37,22.78,22779
2,844,24,16,15:30:57,56.61,56611
2,844,808,19,15:33:42,21.32,21323
2,844,1,20,15:35:09,21.08,21075
2,844,17,21,15:36:27,20.42,20421
2,844,3,22,15:38:24,20.93,20927
2,844,2,22,15:38:25,21.92,21919
2,844,4,23,15:39:35,21.73,21732
2,844,13,23,15:39:58,21.32,21322
2,844,67,23,15:40:07,22.13,22128
2,844,155,23,15:40:15,23.46,23455
2,844,22,24,15:41:43,22.87,22868
2,844,814,24,15:41:50,20.93,20930
2,844,20,25,15:42:31,20.11,20112
2,844,16,25,15:43:21,21.08,21084
2,844,813,25,15:43:41,22.56,22555
2,844,15,25,15:43:47,22.86,22862
2,844,18,26,15:44:37,22.64,22639
2,844,39,27,15:47:59,24.96,24962
2,844,153,29,15:49:46,21.83,21826
3,844,30,30,15:51:13,20.38,20379
2,844,5,31,15:53:27,21.63,21633
3,844,814,32,15:54:38,20.89,20887
3,844,815,32,15:54:42,22.37,22365
3,844,3,33,15:55:49,20.95,20949
3,844,1,34,15:57:04,35.69,35688
2,844,816,33,15:57:20,24.84,24837
3,844,808,34,15:57:21,21.84,21838
3,844,13,34,15:57:22,23.47,23471
3,844,17,35,15:58:20,20.84,20843
3,844,4,36,15:59:49,21.70,21702
3,844,2,36,16:00:31,20.87,20872
3,844,24,35,16:02:57,25.13,25125
3,844,155,38,16:03:58,22.46,22456
3,844,18,39,16:05:05,21.42,21417
3,844,153,39,16:05:31,21.99,21986
3,844,20,40,16:05:46,20.39,20385
3,844,15,39,16:06:10,22.22,22219
3,844,67,40,16:06:48,22.03,22032
3,844,22,40,16:07:01,21.69,21687
3,844,16,40,16:07:05,21.01,21006
4,844,24,37,16:07:22,43.60,43603
3,844,813,41,16:09:04,21.83,21827
4,844,815,42,16:10:21,21.72,21715
4,844,3,44,16:12:55,20.31,20308
4,844,814,44,16:13:28,21.40,21403
4,844,17,45,16:13:49,22.09,22087
4,844,808,45,16:14:37,21.66,21662
4,844,30,45,16:14:46,20.60,20597
4,844,4,46,16:15:17,21.38,21379
4,844,813,45,16:15:30,13.93,13925
4,844,1,46,16:15:51,22.04,22041
4,844,2,46,16:16:10,21.88,21884
4,844,13,46,16:16:13,26.69,26685
4,844,20,47,16:16:40,20.49,20489
3,844,39,45,16:17:26,24.47,24474
3,844,5,53,16:28:36,23.11,23114
4,844,153,55,16:30:31,21.93,21931
1,845,155,1,14:05:11,24.87,24871
1,845,815,7,14:14:14,23.59,23592
1,845,813,8,14:15:48,22.69,22689
1,845,20,9,14:16:54,20.25,20253
1,845,67,9,14:17:17,20.82,20818
1,845,4,10,14:18:23,20.57,20567
1,845,17,10,14:18:27,20.88,20881
1,845,30,10,14:18:43,20.08,20084
1,845,1,11,14:19:57,19.76,19761
1,845,808,11,14:20:14,21.86,21856
1,845,3,11,14:20:17,20.65,20647
1,845,13,11,14:20:19,20.80,20800
1,845,153,11,14:20:28,20.74,20741
1,845,22,11,14:20:48,29.94,29936
1,845,16,13,14:23:57,20.77,20773
1,845,18,14,14:24:51,20.02,20015
1,845,39,14,14:25:56,24.84,24843
1,845,814,15,14:26:40,20.07,20070
1,845,15,15,14:26:50,22.36,22364
1,845,5,16,14:28:30,21.02,21019
1,845,24,16,14:28:55,23.16,23157
1,845,10,16,14:29:00,22.74,22744
1,845,816,17,14:30:41,23.18,23176
2,845,20,18,14:30:44,19.89,19887
2,845,4,19,14:32:13,20.24,20238
2,845,17,19,14:32:16,20.08,20079
2,845,813,20,14:34:36,24.82,24821
2,845,13,21,14:35:51,21.64,21635
1,845,2,21,14:36:21,21.32,21322
2,845,1,23,14:38:08,20.24,20235
2,845,22,23,14:39:40,21.23,21226
2,845,153,24,14:40:47,20.87,20872
2,845,67,25,14:42:10,24.75,24745
2,845,155,25,14:42:46,21.13,21128
2,845,30,26,14:43:25,20.49,20487
2,845,808,26,14:43:33,24.23,24232
2,845,3,27,14:45:01,19.53,19534
3,845,4,29,14:47:26,20.74,20738
3,845,17,29,14:47:27,20.28,20279
2,845,5,28,14:47:28,20.81,20807
2,845,815,29,14:48:40,21.14,21143
2,845,15,29,14:48:41,21.72,21723
2,845,39,28,14:48:52,24.45,24448
2,845,18,30,14:49:06,20.76,20763
2,845,16,30,14:50:19,20.27,20267
2,845,814,32,14:53:02,20.13,20126
3,845,20,34,14:54:42,20.43,20426
3,845,1,35,14:56:14,20.47,20473
2,845,816,34,14:58:05,22.98,22982
3,845,22,35,14:58:09,20.65,20650
3,845,13,36,14:58:48,22.42,22419
3,845,813,36,14:59:14,21.57,21574
2,845,2,36,14:59:22,21.95,21953
3,845,153,36,14:59:25,21.02,21019
4,845,4,39,15:02:54,20.38,20380
2,845,10,38,15:03:54,21.63,21632
3,845,30,41,15:06:21,20.45,20451
3,845,808,41,15:06:36,21.74,21739
3,845,5,41,15:07:42,23.07,23068
3,845,3,42,15:07:53,20.40,20395
3,845,67,42,15:08:31,20.82,20819
3,845,15,43,15:10:27,23.00,23001
3,845,155,44,15:11:40,20.50,20500
4,845,17,47,15:14:50,19.98,19984
4,845,20,48,15:15:41,20.29,20292
3,845,815,47,15:16:00,21.83,21829
3,845,18,48,15:16:10,20.11,20107
4,845,1,49,15:17:11,20.99,20988
3,845,16,48,15:17:54,23.23,23230
3,845,39,47,15:19:38,24.30,24298
3,845,2,50,15:20:32,20.80,20796
4,845,153,50,15:21:09,23.14,23143
3,845,816,49,15:21:44,21.71,21708
3,845,814,51,15:22:03,20.57,20573
4,845,813,53,15:25:26,22.08,22077
3,845,10,53,15:27:29,21.17,21170
4,845,22,54,15:27:32,20.64,20637
1,846,30,12,14:19:30,35.08,35084
1,846,18,15,14:22:57,25.28,25280
1,846,3,15,14:23:33,25.19,25189
1,846,20,16,14:24:15,28.54,28536
1,846,17,16,14:24:32,37.74,37735
1,846,4,17,14:25:41,25.35,25352
1,846,5,19,14:29:21,26.48,26477
1,846,814,20,14:30:24,24.97,24970
1,846,1,22,14:33:00,31.45,31445
1,846,10,22,14:33:33,26.83,26827
1,846,15,24,14:36:13,25.60,25595
1,846,813,25,14:37:09,26.47,26468
1,846,13,26,14:38:20,26.62,26615
1,846,39,25,14:38:46,28.33,28325
2,846,814,27,14:40:23,19.36,19360
1,846,808,28,14:41:17,28.86,28856
1,846,153,29,14:43:07,25.91,25907
1,846,22,32,14:46:47,25.92,25921
2,846,18,33,14:46:57,26.42,26421
3,846,814,32,14:47:35,47.23,47226
1,846,2,33,14:48:15,25.85,25851
1,846,67,33,14:48:16,26.07,26073
2,846,4,34,14:48:45,31.38,31382
2,846,3,33,14:48:50,25.31,25310
1,846,24,32,14:49:02,28.30,28298
1,846,816,33,14:49:39,27.58,27577
1,846,155,34,14:49:49,28.64,28642
1,846,16,34,14:49:51,25.04,25037
2,846,39,33,14:51:08,39.92,39917
2,846,1,43,15:03:45,19.35,19347
2,846,15,46,15:09:08,26.07,26065
3,846,18,48,15:09:55,24.67,24670
3,846,1,49,15:12:04,26.98,26977
2,846,5,52,15:17:38,25.88,25878
3,846,3,53,15:18:33,25.12,25116
2,846,813,54,15:18:38,25.69,25687
2,846,17,55,15:19:56,26.27,26269
2,846,153,56,15:22:30,27.55,27550
2,846,67,62,15:30:24,25.05,25045
2,846,816,63,15:33:21,26.46,26464
2,846,16,68,15:37:52,27.88,27879
2,846,22,68,15:38:54,25.68,25675
2,846,2,69,15:40:13,26.28,26281
1,847,18,8,13:15:11,23.65,23650
1,847,24,9,13:17:25,27.20,27202
2,847,18,13,13:25:10,14.50,14501
1,847,22,15,13:28:31,23.31,23305
1,847,16,16,13:30:09,24.05,24052
1,847,4,17,13:31:21,23.89,23893
1,847,3,17,13:31:28,23.11,23105
1,847,813,17,13:31:45,23.57,23571
1,847,67,17,13:31:50,23.95,23949
1,847,816,17,13:32:07,24.14,24143
1,847,30,18,13:33:04,24.47,24472
2,847,4,19,13:34:54,26.35,26348
3,847,18,19,13:35:02,23.87,23868
2,847,3,19,13:35:10,22.99,22986
1,847,153,19,13:35:14,26.05,26045
2,847,22,19,13:35:21,25.07,25066
1,847,5,19,13:35:26,44.04,44037
1,847,15,19,13:35:28,51.68,51684
2,847,813,19,13:35:30,24.94,24943
1,847,20,20,13:36:13,23.87,23872
1,847,17,20,13:36:40,29.55,29546
2,847,67,20,13:37:27,24.65,24649
1,847,13,21,13:38:09,24.89,24886
2,847,30,21,13:38:51,24.20,24196
2,847,816,23,13:43:32,30.50,30497
3,847,816,33,16:07:00,24.66,24655
3,847,30,34,16:08:48,22.83,22832
2,847,16,34,16:08:49,22.92,22923
1,847,10,34,16:08:50,24.43,24425
3,847,22,34,16:08:51,24.68,24684
3,847,67,34,16:08:53,23.97,23970
1,847,2,35,16:10:18,23.11,23113
1,847,814,35,16:10:20,22.48,22479
4,847,18,35,16:10:22,23.59,23589
1,847,37,35,16:10:23,30.29,30288
2,847,153,35,16:10:26,24.86,24863
3,847,813,35,16:10:29,23.59,23593
2,847,24,35,16:10:48,34.90,34897
1,847,155,36,16:11:49,23.69,23687
2,847,13,36,16:11:50,22.74,22742
1,847,808,36,16:11:52,23.82,23816
2,847,17,36,16:11:53,22.40,22402
3,847,4,36,16:11:54,26.13,26129
3,847,3,36,16:11:57,22.74,22735
2,847,15,36,16:12:14,23.33,23332
4,847,816,36,16:12:15,14.54,14538
2,847,20,37,16:13:21,22.96,22958
1,847,39,37,16:14:01,29.12,29115
5,847,18,37,16:14:55,31.72,31718
2,847,814,43,16:24:38,28.63,28630
3,847,16,45,16:27:43,14.57,14565
4,847,16,49,16:33:51,32.45,32449
3,847,17,50,16:35:03,22.77,22770
4,847,22,50,16:35:12,23.06,23059
4,847,67,50,16:35:23,26.56,26561
3,847,814,50,16:35:33,14.54,14538
6,847,18,51,16:36:41,23.74,23741
3,847,153,51,16:36:45,23.34,23338
4,847,813,51,16:36:46,23.70,23700
2,847,10,51,16:37:16,25.08,25079
2,847,39,51,16:37:38,29.54,29540
4,847,30,52,16:37:50,22.87,22869
3,847,13,52,16:37:52,22.56,22560
2,847,2,52,16:37:57,23.36,23364
2,847,37,52,16:38:22,24.04,24039
3,847,15,52,16:38:45,25.14,25140
5,847,816,52,16:38:56,30.71,30714
3,847,20,53,16:39:07,22.53,22526
3,847,24,52,16:39:20,33.28,33278
2,847,155,53,16:39:22,24.62,24618
2,847,808,53,16:39:31,24.15,24145
4,847,3,53,16:39:36,22.70,22702
4,847,13,53,16:39:50,28.35,28346
4,847,814,53,16:40:04,23.13,23129
5,847,813,61,16:53:19,31.70,31701
1,848,813,10,14:22:02,21.30,21301
1,848,2,11,14:23:23,22.11,22114
1,848,22,11,14:23:27,21.16,21163
1,848,155,11,14:23:29,23.49,23492
1,848,1,12,14:24:49,20.34,20340
1,848,3,12,14:25:02,21.05,21054
1,848,16,12,14:25:09,20.68,20676
1,848,17,13,14:26:28,20.47,20465
1,848,20,14,14:28:11,21.01,21006
1,848,4,14,14:28:15,21.48,21477
1,848,18,14,14:28:31,21.00,20997
1,848,30,14,14:28:40,21.20,21201
1,848,814,14,14:28:51,20.57,20567
1,848,67,14,14:28:54,21.32,21321
1,848,5,14,14:29:11,23.24,23241
1,848,39,14,14:29:43,28.03,28030
1,848,13,15,14:30:07,20.72,20718
1,848,808,15,14:30:49,22.10,22104
2,848,30,15,14:30:59,30.67,30665
1,848,24,15,14:31:23,24.46,24459
1,848,10,17,14:34:56,21.90,21900
1,848,15,18,14:36:30,23.33,23327
1,848,816,18,14:36:56,21.94,21943
1,848,153,19,14:37:50,21.39,21391
2,848,1,24,14:46:06,21.04,21035
1,848,815,25,14:48:56,21.94,21939
2,848,67,26,14:50:28,20.46,20460
2,848,5,26,14:51:06,21.13,21126
2,848,2,27,14:52:04,22.29,22285
2,848,814,27,14:52:08,20.82,20818
2,848,808,27,14:52:26,21.17,21168
2,848,17,28,14:52:53,20.32,20319
2,848,16,28,14:53:47,20.29,20286
2,848,22,28,14:53:53,21.26,21262
2,848,813,28,14:54:30,21.81,21805
2,848,4,29,14:54:36,20.55,20551
2,848,24,28,14:55:33,22.77,22766
2,848,20,30,14:56:16,20.44,20441
2,848,18,30,14:56:46,20.33,20325
2,848,3,30,14:57:07,23.55,23547
2,848,39,29,14:58:17,24.68,24675
2,848,13,31,14:58:23,25.54,25537
3,848,30,31,14:59:40,21.17,21168
2,848,155,33,15:03:14,20.55,20545
2,848,15,34,15:05:36,22.13,22131
2,848,816,37,15:11:48,22.25,22250
3,848,808,39,15:13:41,21.11,21105
3,848,2,40,15:15:10,21.47,21472
3,848,22,40,15:15:16,21.29,21286
3,848,17,42,15:17:11,20.37,20367
3,848,1,42,15:17:41,20.21,20212
2,848,153,42,15:18:33,21.10,21103
3,848,5,42,15:19:57,22.63,22632
3,848,16,43,15:20:21,21.04,21036
2,848,10,42,15:20:26,22.03,22030
3,848,814,44,15:22:18,21.07,21069
3,848,4,45,15:22:21,20.14,20136
3,848,24,43,15:23:02,22.24,22235
3,848,813,44,15:23:06,21.49,21490
3,848,3,45,15:23:36,20.90,20896
3,848,67,45,15:24:07,21.00,20995
3,848,20,47,15:25:39,20.33,20331
3,848,39,44,15:26:13,26.06,26059
3,848,13,48,15:28:09,20.40,20404
3,848,18,48,15:28:21,20.48,20479
1,849,30,9,13:20:38,30.24,30242
1,849,2,10,13:22:37,24.72,24716
1,849,18,11,13:24:05,25.07,25070
1,849,16,11,13:24:13,25.74,25737
1,849,155,11,13:24:19,28.45,28448
1,849,813,11,13:24:27,26.24,26238
1,849,67,11,13:24:30,26.28,26279
1,849,808,11,13:24:37,24.88,24880
1,849,22,11,13:24:38,25.86,25860
1,849,10,11,13:24:52,25.42,25416
1,849,24,11,13:25:12,26.64,26643
1,849,816,11,13:25:14,28.74,28742
1,849,17,12,13:25:41,23.97,23973
1,849,4,12,13:25:42,26.57,26566
1,849,1,12,13:25:49,25.10,25100
1,849,814,12,13:26:02,26.61,26612
1,849,3,12,13:26:12,24.72,24722
1,849,815,12,13:26:13,25.39,25386
1,849,153,12,13:26:20,24.72,24719
1,849,817,12,13:27:17,25.87,25872
1,849,20,13,13:27:22,24.82,24818
1,849,13,13,13:27:39,24.16,24159
2,849,30,16,13:33:23,31.75,31751
2,849,155,20,13:40:27,31.55,31551
2,849,1,24,13:46:21,24.07,24065
2,849,814,24,13:46:50,45.29,45291
2,849,813,24,13:47:12,24.27,24272
2,849,16,25,13:48:32,24.08,24077
2,849,67,25,13:48:50,24.62,24620
2,849,17,26,13:49:36,25.49,25490
2,849,18,26,13:49:45,24.29,24287
2,849,13,26,13:49:48,23.93,23929
3,849,814,26,13:50:52,31.47,31471
2,849,20,27,13:51:10,31.56,31558
2,849,4,27,13:51:15,23.97,23974
2,849,816,28,13:55:39,25.43,25428
2,849,817,28,13:56:23,26.94,26942
2,849,3,30,13:56:50,24.40,24399
2,849,2,30,13:57:06,24.43,24434
2,849,10,30,13:58:43,24.96,24959
2,849,153,31,13:58:46,24.10,24095
3,849,30,31,13:58:47,24.65,24651
2,849,22,31,13:59:02,23.96,23955
2,849,815,32,14:00:08,25.62,25619
2,849,24,31,14:00:49,25.51,25505
3,849,813,35,14:05:42,23.87,23869
3,849,20,36,14:06:13,23.14,23137
3,849,1,37,14:07:50,23.34,23340
3,849,17,38,14:09:30,23.79,23785
2,849,808,38,14:10:21,24.17,24172
3,849,4,39,14:10:50,23.47,23474
3,849,18,39,14:11:08,23.29,23292
3,849,16,40,14:13:32,27.24,27240
3,849,13,41,14:14:35,23.24,23238
1,850,815,8,14:17:05,27.25,27247
1,850,67,10,14:20:28,27.30,27301
1,850,812,10,14:21:22,31.88,31879
1,850,17,14,14:26:23,20.44,20440
1,850,3,14,14:26:39,20.35,20348
1,850,30,15,14:28:22,20.77,20768
1,850,813,15,14:28:35,21.60,21601
1,850,1,16,14:29:38,20.98,20982
1,850,4,16,14:29:39,20.43,20430
1,850,20,16,14:29:57,20.39,20394
1,850,13,17,14:31:36,20.34,20344
1,850,155,20,14:36:51,20.88,20882
1,850,24,20,14:37:44,22.05,22048
1,850,817,21,14:39:29,22.32,22319
1,850,16,22,14:39:56,20.84,20839
1,850,10,22,14:41:05,22.25,22252
1,850,808,23,14:41:53,21.45,21449
1,850,153,23,14:42:02,21.06,21062
1,850,814,23,14:42:05,23.68,23676
1,850,18,24,14:43:15,20.95,20952
1,850,816,24,14:44:42,20.76,20762
1,850,5,26,14:47:26,22.09,22088
2,850,17,30,14:52:32,21.30,21299
2,850,812,28,14:53:09,22.33,22331
2,850,1,31,14:54:10,20.50,20496
2,850,4,32,14:55:46,20.04,20035
2,850,813,35,15:01:53,21.06,21057
2,850,3,36,15:03:03,20.98,20975
2,850,67,36,15:04:03,20.95,20954
2,850,30,37,15:04:59,20.30,20299
2,850,20,40,15:09:11,20.27,20274
2,850,13,41,15:10:46,20.19,20185
2,850,815,41,15:11:48,21.65,21645
2,850,153,43,15:15:07,21.69,21689
2,850,808,46,15:19:54,20.57,20572
2,850,16,48,15:22:30,20.88,20879
2,850,155,48,15:23:03,21.27,21267
2,850,10,48,15:25:25,21.25,21252
3,850,1,51,15:26:17,20.40,20403
2,850,816,49,15:27:24,23.59,23588
2,850,817,49,15:27:43,24.05,24053
2,850,5,50,15:27:48,21.18,21175
2,850,814,51,15:28:11,22.54,22535
3,850,4,53,15:29:30,19.98,19975
3,850,3,53,15:30:50,20.05,20047
3,850,812,51,15:32:52,22.46,22458
3,850,17,56,15:34:20,20.32,20324
3,850,30,56,15:35:53,19.93,19930
3,850,13,59,15:39:43,21.90,21903
3,850,20,59,15:39:44,20.11,20110
1,851,17,10,14:20:59,20.85,20854
1,851,13,10,14:21:09,22.29,22293
1,851,808,10,14:21:18,25.53,25532
1,851,22,10,14:21:19,22.64,22640
1,851,18,11,14:22:29,21.79,21786
1,851,814,11,14:22:46,22.26,22262
1,851,813,11,14:23:04,23.40,23397
1,851,2,11,14:23:12,21.37,21371
1,851,10,11,14:23:27,22.22,22222
1,851,816,11,14:23:32,25.34,25337
1,851,1,12,14:23:59,21.88,21880
1,851,20,12,14:24:05,20.69,20690
1,851,4,12,14:24:10,22.89,22886
1,851,3,12,14:24:17,20.77,20767
1,851,155,12,14:24:35,23.73,23725
1,851,67,12,14:24:42,22.35,22349
1,851,5,12,14:24:53,22.77,22772
1,851,16,12,14:24:55,21.90,21902
1,851,815,12,14:24:56,22.22,22215
1,851,24,12,14:25:35,23.63,23633
1,851,30,13,14:26:02,21.95,21948
1,851,153,13,14:26:24,23.73,23734
1,851,15,13,14:26:49,23.12,23118
1,851,817,13,14:27:04,22.84,22844
2,851,813,16,14:31:22,13.19,13186
2,851,2,23,14:42:16,25.43,25434
2,851,22,24,14:43:19,22.22,22217
2,851,153,24,14:43:20,22.55,22552
2,851,5,24,14:43:45,22.15,22147
2,851,815,24,14:43:49,20.57,20570
2,851,17,25,14:44:03,20.00,20000
2,851,4,25,14:44:04,23.21,23208
2,851,13,25,14:44:34,21.14,21138
2,851,808,25,14:44:47,24.19,24194
2,851,67,25,14:44:55,21.46,21460
2,851,1,26,14:45:16,20.80,20803
2,851,30,26,14:46:04,20.07,20071
2,851,24,25,14:46:40,22.50,22501
2,851,16,26,14:46:48,20.59,20589
2,851,18,27,14:46:49,21.07,21065
2,851,3,27,14:47:28,19.94,19939
2,851,814,27,14:47:32,20.80,20801
2,851,20,28,14:48:22,20.61,20611
3,851,813,28,14:49:55,21.43,21426
2,851,10,28,14:50:32,20.61,20613
2,851,817,28,14:51:12,23.56,23563
2,851,816,29,14:52:27,20.92,20916
3,851,815,32,14:56:05,13.20,13201
2,851,155,34,14:58:08,22.85,22852
3,851,4,36,15:00:23,19.94,19936
3,851,22,37,15:02:51,20.58,20580
3,851,17,39,15:04:48,20.67,20673
3,851,24,37,15:05:37,27.84,27839
3,851,1,40,15:05:54,20.86,20861
3,851,13,40,15:06:53,22.45,22453
3,851,20,41,15:07:32,19.66,19664
3,851,18,42,15:08:53,20.05,20046
